schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,container_items,container_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,container_items,container_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,container_items,container_items_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,container_items,container_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,container_quotation_items,container_quotation_items_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,container_quotation_items,container_quotation_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,container_quotation_items,container_quotation_items_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,container_quotation_items,container_quotation_items_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,container_quotations,container_quotations_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,container_quotations,container_quotations_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,container_quotations,container_quotations_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,container_quotations,container_quotations_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,container_reservations,container_reservations_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,container_reservations,container_reservations_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,container_reservations,container_reservations_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,container_reservations,container_reservations_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,containers,containers_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,containers,containers_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,containers,containers_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,containers,containers_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,correspondents,correspondents_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,correspondents,correspondents_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,correspondents,correspondents_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,correspondents,correspondents_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,cost_centers,cost_centers_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,cost_centers,cost_centers_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,cost_centers,cost_centers_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,cost_centers,cost_centers_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,countries,countries_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,countries,countries_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,countries,countries_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,countries,countries_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,country_configurations,country_configurations_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,country_configurations,country_configurations_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,country_configurations,country_configurations_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,country_configurations,country_configurations_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,coupon_usage,coupon_usage_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,coupon_usage,coupon_usage_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,coupon_usage,coupon_usage_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,coupon_usage,coupon_usage_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,currencies,currencies_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,currencies,currencies_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,currencies,currencies_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,currencies,currencies_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,currency_exchanges,currency_exchanges_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,currency_exchanges,currency_exchanges_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,currency_exchanges,currency_exchanges_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,currency_exchanges,currency_exchanges_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,custom_statuses,custom_statuses_delete,PERMISSIVE,{public},DELETE,"((tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid()))))) AND (is_system = false))",null
public,custom_statuses,custom_statuses_insert,PERMISSIVE,{public},INSERT,null,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))"
public,custom_statuses,custom_statuses_select,PERMISSIVE,{public},SELECT,"((tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid()))))) OR (tenant_id IS NULL))",null
public,custom_statuses,custom_statuses_update,PERMISSIVE,{public},UPDATE,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))",null
public,customer_addresses,customer_addresses_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,customer_addresses,customer_addresses_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,customer_addresses,customer_addresses_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,customer_addresses,customer_addresses_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,customer_groups,customer_groups_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,customer_groups,customer_groups_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,customer_groups,customer_groups_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,customer_groups,customer_groups_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,customers,customer_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,customers,customer_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,customers,customers_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,customers,customers_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,customers,customers_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,customers,customers_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,delivery_note_items,delivery_note_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,delivery_note_items,delivery_note_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,delivery_note_items,delivery_note_items_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,delivery_note_items,delivery_note_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,delivery_notes,delivery_notes_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,delivery_notes,delivery_notes_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,delivery_notes,delivery_notes_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,delivery_notes,delivery_notes_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,document_approval_requests,dar_insert,PERMISSIVE,{public},INSERT,null,(auth.uid() IS NOT NULL)
public,document_approval_requests,dar_select,PERMISSIVE,{public},SELECT,(auth.uid() IS NOT NULL),null
public,document_approval_requests,dar_update,PERMISSIVE,{public},UPDATE,(auth.uid() IS NOT NULL),null
public,documents,documents_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,documents,documents_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,documents,documents_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,documents,documents_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,employee_commissions,employee_commissions_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,employee_commissions,employee_commissions_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,employee_commissions,employee_commissions_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,employee_commissions,employee_commissions_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,employee_incentive_assignments,employee_incentive_assignments_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,employee_incentive_assignments,employee_incentive_assignments_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,employee_incentive_assignments,employee_incentive_assignments_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,employee_incentive_assignments,employee_incentive_assignments_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,employee_targets,employee_targets_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,employee_targets,employee_targets_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,employee_targets,employee_targets_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,employee_targets,employee_targets_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,exchange_rates,exchange_rates_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,exchange_rates,exchange_rates_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,exchange_rates,exchange_rates_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,exchange_rates,exchange_rates_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,fabric_colors,fabric_colors_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,fabric_colors,fabric_colors_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,fabric_colors,fabric_colors_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,fabric_colors,fabric_colors_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,fabric_groups,Allow authenticated delete access,PERMISSIVE,{authenticated},DELETE,true,null
public,fabric_groups,Allow authenticated insert access,PERMISSIVE,{authenticated},INSERT,null,true
public,fabric_groups,Allow authenticated read access,PERMISSIVE,{authenticated},SELECT,true,null
public,fabric_groups,Allow authenticated update access,PERMISSIVE,{authenticated},UPDATE,true,null
public,fabric_groups,debug_open_select,PERMISSIVE,{authenticated},SELECT,true,null
public,fabric_groups,debug_safe_delete,PERMISSIVE,{authenticated},DELETE,true,null
public,fabric_groups,debug_safe_insert,PERMISSIVE,{authenticated},INSERT,null,true
public,fabric_groups,debug_safe_update,PERMISSIVE,{authenticated},UPDATE,true,null
public,fabric_groups,fabric_groups_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,fabric_groups,fabric_groups_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,fabric_groups,fabric_groups_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,fabric_groups,fabric_groups_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,fabric_materials,Allow authenticated delete access,PERMISSIVE,{authenticated},DELETE,true,null
public,fabric_materials,Allow authenticated insert access,PERMISSIVE,{authenticated},INSERT,null,true
public,fabric_materials,Allow authenticated read access,PERMISSIVE,{authenticated},SELECT,true,null
public,fabric_materials,Allow authenticated update access,PERMISSIVE,{authenticated},UPDATE,true,null
public,fabric_materials,fabric_materials_select_policy,PERMISSIVE,{public},SELECT,true,null
public,fabric_rolls,fabric_rolls_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,fabric_rolls,fabric_rolls_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,fabric_rolls,fabric_rolls_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,fabric_rolls,fabric_rolls_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,fiscal_years,fiscal_years_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,fiscal_years,fiscal_years_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,fiscal_years,fiscal_years_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,fiscal_years,fiscal_years_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,funds,funds_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,funds,funds_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,funds,funds_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,funds,funds_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,gold_items,gold_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,gold_items,gold_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,gold_items,gold_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,gold_items,gold_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,gold_prices,gold_prices_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,gold_prices,gold_prices_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,gold_prices,gold_prices_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,gold_prices,gold_prices_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,guest_checkouts,guest_checkouts_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,guest_checkouts,guest_checkouts_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,guest_checkouts,guest_checkouts_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,guest_checkouts,guest_checkouts_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,in_app_notifications,in_app_notifications_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,in_app_notifications,in_app_notifications_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,in_app_notifications,in_app_notifications_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,in_app_notifications,in_app_notifications_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,incentive_plan_tiers,incentive_plan_tiers_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,incentive_plan_tiers,incentive_plan_tiers_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,incentive_plan_tiers,incentive_plan_tiers_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,incentive_plan_tiers,incentive_plan_tiers_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,incentive_plans,incentive_plans_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,incentive_plans,incentive_plans_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,incentive_plans,incentive_plans_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,incentive_plans,incentive_plans_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,inventory_movements,Allow insert for authenticated users,PERMISSIVE,{authenticated},INSERT,null,true
public,inventory_movements,Allow select for authenticated users,PERMISSIVE,{authenticated},SELECT,true,null
public,inventory_movements,inventory_movements_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,inventory_movements,inventory_movements_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,inventory_movements,inventory_movements_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,inventory_movements,inventory_movements_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,journal_entries,journal_entries_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,journal_entries,journal_entries_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,journal_entries,journal_entries_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,journal_entries,journal_entries_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,journal_entry_lines,journal_entry_lines_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,journal_entry_lines,journal_entry_lines_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,journal_entry_lines,journal_entry_lines_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,journal_entry_lines,journal_entry_lines_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,marketing_materials,marketing_materials_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,marketing_materials,marketing_materials_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,marketing_materials,marketing_materials_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,marketing_materials,marketing_materials_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,mfa_company_settings,mfa_company_settings_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,mfa_company_settings,mfa_company_settings_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,mfa_company_settings,mfa_company_settings_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,mfa_company_settings,mfa_company_settings_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,mfa_pending_otps,mfa_pending_otps_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,mfa_pending_otps,mfa_pending_otps_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,mfa_pending_otps,mfa_pending_otps_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,mfa_pending_otps,mfa_pending_otps_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,mfa_system_settings,mfa_system_settings_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,mfa_system_settings,mfa_system_settings_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,mfa_system_settings,mfa_system_settings_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,mfa_system_settings,mfa_system_settings_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,mfa_user_settings,mfa_user_settings_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,mfa_user_settings,mfa_user_settings_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,mfa_user_settings,mfa_user_settings_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,mfa_user_settings,mfa_user_settings_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,mfa_verification_log,mfa_verification_log_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,mfa_verification_log,mfa_verification_log_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,mfa_verification_log,mfa_verification_log_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
