schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,recurring_entry_lines,recurring_entry_lines_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_lines,recurring_entry_lines_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,recurring_entry_lines,recurring_entry_lines_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_lines,recurring_entry_lines_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,recurring_entry_templates,recurring_entry_templates_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,recurring_entry_templates,recurring_entry_templates_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,recurring_entry_templates,recurring_entry_templates_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,recurring_entry_templates,recurring_entry_templates_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,referral_program,referral_program_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,referral_program,referral_program_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,referral_program,referral_program_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,referral_program,referral_program_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,remittances,remittances_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,remittances,remittances_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,remittances,remittances_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,remittances,remittances_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,report_shares,report_shares_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,report_shares,report_shares_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,report_shares,report_shares_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,report_shares,report_shares_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,report_templates,report_templates_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,report_templates,report_templates_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,report_templates,report_templates_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,report_templates,report_templates_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,reservation_items,reservation_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,reservation_items,reservation_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,reservation_items,reservation_items_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,reservation_items,reservation_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,reservations,reservations_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,reservations,reservations_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,reservations,reservations_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,reservations,reservations_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,retail_cuttings,retail_cuttings_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,retail_cuttings,retail_cuttings_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,retail_cuttings,retail_cuttings_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,retail_cuttings,retail_cuttings_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,review_votes,review_votes_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,review_votes,review_votes_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,review_votes,review_votes_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,review_votes,review_votes_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,reviews,reviews_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,reviews,reviews_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,reviews,reviews_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,reviews,reviews_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,roles,roles_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,roles,roles_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,roles,roles_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,roles,roles_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,roll_reservations,Enable all access for authenticated users,PERMISSIVE,{authenticated},ALL,true,true
public,saas_events,saas_events_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saas_events,saas_events_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,saas_events,saas_events_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saas_events,saas_events_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saas_payments,saas_payments_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saas_payments,saas_payments_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,saas_payments,saas_payments_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saas_payments,saas_payments_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saas_products,saas_products_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,saas_products,saas_products_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,saas_products,saas_products_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,saas_products,saas_products_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,saas_settings,saas_settings_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,saas_settings,saas_settings_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,saas_settings,saas_settings_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,saas_settings,saas_settings_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,sales_deliveries,delivery_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_deliveries,delivery_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_delivery_items,di_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_delivery_items,di_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_invoice_items,sales_invoice_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,sales_invoice_items,sales_invoice_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,sales_invoice_items,sales_invoice_items_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,sales_invoice_items,sales_invoice_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,sales_invoice_items,sii_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_invoice_items,sii_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_invoices,sales_invoices_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sales_invoices,sales_invoices_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,sales_invoices,sales_invoices_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,sales_invoices,sales_invoices_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sales_invoices,si_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_invoices,si_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_order_items,sales_order_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sales_order_items,sales_order_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,sales_order_items,sales_order_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,sales_order_items,sales_order_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sales_orders,so_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_orders,so_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_return_items,sales_return_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sales_return_items,sales_return_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,sales_return_items,sales_return_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,sales_return_items,sales_return_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sales_returns,sr_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sales_returns,sr_write_policy,PERMISSIVE,{public},ALL,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,sample_cutting_items,sample_cutting_items_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sample_cutting_items,sample_cutting_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,sample_cutting_items,sample_cutting_items_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,sample_cutting_items,sample_cutting_items_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sample_cuttings,sample_cuttings_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,sample_cuttings,sample_cuttings_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,sample_cuttings,sample_cuttings_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,sample_cuttings,sample_cuttings_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,saved_reports,saved_reports_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saved_reports,saved_reports_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,saved_reports,saved_reports_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,saved_reports,saved_reports_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,serial_number_fields,serial_number_fields_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,serial_number_fields,serial_number_fields_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,serial_number_fields,serial_number_fields_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,serial_number_fields,serial_number_fields_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,serial_numbers,serial_numbers_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,serial_numbers,serial_numbers_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,serial_numbers,serial_numbers_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,serial_numbers,serial_numbers_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,shipment_documents,shipment_documents_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,shipment_documents,shipment_documents_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,shipment_documents,shipment_documents_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,shipment_documents,shipment_documents_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,shipment_items,shipment_item_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,shipment_items,shipment_item_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,shipment_items,shipment_item_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,shipment_items,shipment_item_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,shipment_items,shipment_items_read,PERMISSIVE,{public},SELECT,(auth.uid() IS NOT NULL),null
public,shipment_items,shipment_items_write,PERMISSIVE,{public},ALL,(auth.uid() IS NOT NULL),null
public,shipments,Enable all access for authenticated users based on company_id,PERMISSIVE,{public},ALL,can_access_company(company_id),can_access_company(company_id)
public,shipments,shipment_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR ((tenant_id = get_current_tenant_id_fallback()) AND is_tenant_admin())),null
public,shipments,shipment_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback()))
public,shipments,shipment_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,shipments,shipment_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (tenant_id = get_current_tenant_id_fallback())),null
public,shipments,shipments_read,PERMISSIVE,{public},SELECT,(auth.uid() IS NOT NULL),null
public,shipments,shipments_write,PERMISSIVE,{public},ALL,(auth.uid() IS NOT NULL),null
public,shipments_tracking,shipments_tracking_delete_policy,PERMISSIVE,{public},DELETE,(is_platform_admin() OR (is_tenant_admin() AND (tenant_id = get_user_tenant_id()))),null
public,shipments_tracking,shipments_tracking_insert_policy,PERMISSIVE,{public},INSERT,null,(is_platform_admin() OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id())))
public,shipments_tracking,shipments_tracking_select_policy,PERMISSIVE,{public},SELECT,(is_platform_admin() OR (is_partner_or_reseller() AND (tenant_id = ANY (get_partner_tenant_ids()))) OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id()))),null
public,shipments_tracking,shipments_tracking_update_policy,PERMISSIVE,{public},UPDATE,(is_platform_admin() OR (is_same_brand(tenant_id) AND (tenant_id = get_user_tenant_id()))),null
public,shipping_carriers,shipping_carriers_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,shipping_carriers,shipping_carriers_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,shipping_carriers,shipping_carriers_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,shipping_carriers,shipping_carriers_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,shopping_cart_items,shopping_cart_items_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,shopping_cart_items,shopping_cart_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,shopping_cart_items,shopping_cart_items_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,shopping_cart_items,shopping_cart_items_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,shopping_carts,shopping_carts_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,shopping_carts,shopping_carts_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,shopping_carts,shopping_carts_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,shopping_carts,shopping_carts_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,status_groups,status_groups_delete,PERMISSIVE,{public},DELETE,"((tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid()))))) AND (is_system = false))",null
public,status_groups,status_groups_insert,PERMISSIVE,{public},INSERT,null,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))"
public,status_groups,status_groups_select,PERMISSIVE,{public},SELECT,"((tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid()))))) OR (tenant_id IS NULL))",null
public,status_groups,status_groups_update,PERMISSIVE,{public},UPDATE,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))",null
public,status_history,status_history_insert,PERMISSIVE,{public},INSERT,null,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))"
public,status_history,status_history_select,PERMISSIVE,{public},SELECT,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))",null
public,status_transitions,status_transitions_delete,PERMISSIVE,{public},DELETE,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))",null
public,status_transitions,status_transitions_insert,PERMISSIVE,{public},INSERT,null,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))"
public,status_transitions,status_transitions_select,PERMISSIVE,{public},SELECT,"((tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid()))))) OR (tenant_id IS NULL))",null
public,status_transitions,status_transitions_update,PERMISSIVE,{public},UPDATE,"(tenant_id IN ( SELECT companies.tenant_id
   FROM companies
  WHERE (companies.id IN ( SELECT user_profiles.company_id
           FROM user_profiles
          WHERE (user_profiles.id = auth.uid())))))",null
public,stock_count_items,stock_count_items_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,stock_count_items,stock_count_items_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,stock_count_items,stock_count_items_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,stock_count_items,stock_count_items_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,stock_counts,stock_counts_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,stock_counts,stock_counts_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,stock_counts,stock_counts_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,stock_counts,stock_counts_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,stock_ledger,stock_ledger_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,stock_ledger,stock_ledger_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id)))
public,stock_ledger,stock_ledger_select_policy,PERMISSIVE,{authenticated},SELECT,"(is_platform_admin() OR check_row_access(tenant_id, company_id))",null
public,stock_ledger,stock_ledger_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR ((tenant_id = get_user_tenant_id()) AND can_access_company(company_id))),null
public,storage_quotas,storage_quotas_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,storage_quotas,storage_quotas_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,storage_quotas,storage_quotas_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,storage_quotas,storage_quotas_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,subscription_alerts,subscription_alerts_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,subscription_alerts,subscription_alerts_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,subscription_alerts,subscription_alerts_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,subscription_alerts,subscription_alerts_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,subscription_plans,subscription_plans_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,subscription_plans,subscription_plans_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
public,subscription_plans,subscription_plans_select_policy,PERMISSIVE,{authenticated},SELECT,true,null
public,subscription_plans,subscription_plans_update_policy,PERMISSIVE,{authenticated},UPDATE,is_platform_admin(),null
public,subscriptions,subscriptions_delete_policy,PERMISSIVE,{authenticated},DELETE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,subscriptions,subscriptions_insert_policy,PERMISSIVE,{authenticated},INSERT,null,(is_platform_admin() OR (tenant_id = get_user_tenant_id()))
public,subscriptions,subscriptions_select_policy,PERMISSIVE,{authenticated},SELECT,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,subscriptions,subscriptions_update_policy,PERMISSIVE,{authenticated},UPDATE,(is_platform_admin() OR (tenant_id = get_user_tenant_id())),null
public,super_admins,super_admins_delete_policy,PERMISSIVE,{authenticated},DELETE,is_platform_admin(),null
public,super_admins,super_admins_insert_policy,PERMISSIVE,{authenticated},INSERT,null,is_platform_admin()
